onset	duration	nwb_table	choice.npy	contrastLeft.npy	contrastRight.npy	feedbackType.npy	feedback_times.npy	firstMovement_times.npy	goCueTrigger_times.npy	goCue_times.npy	intervals_bpod.npy	itiDuration.npy	probabilityLeft.npy	response_times.npy	rewardVolume.npy	stimOff_times.npy	stimOn_times.npy	peakAmplitude.npy
54.6187	3.618732123467275	trials	1.0	1.0		1.0	56.6766	56.405166666666716	56.27071375188339	56.27126666666667	39.023302	1.5609019999999987	0.5	56.67651712991867	1.5	57.7374	56.27056666666667	
54.841166666666716	1.0300000000000011	BehavioralEpochs																-0.4615111402429539
56.405166666666716	4.065000000000005	BehavioralEpochs																-0.7921974295923766
58.62303333333333	5.014033009202571	trials	1.0		0.125	-1.0	61.068933333333334	60.80916666666673	60.95354774636041	60.954233333333335	44.422902	2.568802000000005	0.5	61.06824845572501	0.0	63.137033333333335	60.9534	
60.80916666666673	0.8649999999999949	BehavioralEpochs																-0.7609626129662823
62.21316666666672	0.5590000000000046	BehavioralEpochs																-0.5400609161002312
63.58916666666673	1.9039999999999964	BehavioralEpochs																0.6828889431123111
64.01286666666667	4.057731214158068	trials	-1.0		0.25	1.0	66.5081	66.11416666666673	65.93718099524938	65.9379	48.856401	1.5626010000000008	0.5	66.50798524549882	1.5	67.5705	65.937	
66.11416666666673	1.188999999999993	BehavioralEpochs																0.3397567935671386
68.4895	3.3311320928866905	trials	-1.0	0.0		-1.0	69.2662	69.11416666666673	69.12020569768913	69.1209	52.606401999999996	2.5553019999999975	0.5	69.26530700850995	0.0	71.3206	69.12	
69.11416666666673	0.5300000000000011	BehavioralEpochs																0.30490820404659535
70.22316666666673	1.6210000000000093	BehavioralEpochs																1.9426586202840692
72.17933333333333	4.524332809002388	trials	-1.0	0.0		-1.0	74.13383333333333	73.34116666666674	72.65353656247872	72.6542	57.489402	2.570701999999997	0.5	74.13294663670412	0.0	76.20363333333333	72.6534	
73.34116666666674	1.3289999999999935	BehavioralEpochs																0.41542851954067217
76.84116666666674	0.784000000000006	BehavioralEpochs																0.36218238114535506
77.07436666666666	3.245731724178995	trials	1.0	1.0		1.0	78.7509	78.66416666666674	78.65358112899976	78.65416666666667	61.105802	1.5693020000000004	0.5	78.75078201915856	1.5	79.8201	78.6534	
78.66416666666674	0.7809999999999917	BehavioralEpochs																-0.8774067137526913
79.96716666666674	1.3769999999999953	BehavioralEpochs																1.0855953930144002
80.7142	5.9058637302381385	trials	1.0		0.0	-1.0	84.0531	83.89516666666674	81.90391263675569	81.90446666666666	67.405701	2.567801000000003	0.5	84.052235455569	0.0	86.11996666666667	81.90373333333334	
83.89516666666674	1.163000000000011	BehavioralEpochs																-0.9085746134980299
86.99066666666667	2.6293302485788956	trials	1.0	0.125		1.0	88.05636666666666	87.89516666666675	87.5704731164136	87.5711	70.405601	1.563701000000009	0.5	88.05627852049614	1.5	89.1199	87.57026666666667	
87.89516666666675	1.0120000000000005	BehavioralEpochs																-0.5641758717737968
89.27516666666675	1.6809999999999974	BehavioralEpochs																0.9922238925985649
89.9872	3.549332073733268	trials	1.0	0.25		1.0	91.9835	91.78316666666674	91.60361369598374	91.6041	74.322102	1.5531019999999955	0.5	91.98341691408237	1.5	93.0365	91.60346666666666	
91.78316666666674	1.8060000000000116	BehavioralEpochs																-0.7086543512509751
93.92123333333333	3.9490321807634956	trials	-1.0		0.125	1.0	96.30533333333334	94.66116666666676	94.43693727463793	94.43743333333333	78.655802	1.5650019999999927	0.5	96.30525155336467	1.5	97.37013333333333	94.43673333333334	
94.66116666666676	0.9320000000000022	BehavioralEpochs																0.23739760468658844
96.00316666666676	1.2510000000000048	BehavioralEpochs																0.7661087852661117
97.76016666666676	0.06399999999999295	BehavioralEpochs																0.006757813585230643
98.10416666666676	0.1460000000000008	BehavioralEpochs																0.060112039532914885
98.28276666666666	2.687402000000006	trials	1.0	1.0		1.0	99.40096666666666	99.09316666666676	99.00316666666666	99.0037	81.755702	1.5693020000000075	0.5	99.40086666666666	1.5	100.47006666666667	99.003	
99.09316666666676	3.100999999999999	BehavioralEpochs																1.3155193761028796
101.34406666666666	4.458963300860631	trials	1.0		0.0625	-1.0	103.2297	103.06416666666676	102.80308672495806	102.8037	86.588502	2.5740020000000072	0.5	103.22899258021941	0.0	105.30296666666666	102.80293333333333	
103.06416666666676	1.2019999999999982	BehavioralEpochs																-1.2257866599534104
105.24716666666676	1.4590000000000032	BehavioralEpochs																-2.848922391320641
106.19333333333333	3.376831044049993	trials	-1.0		0.25	1.0	107.99103333333333	107.60216666666676	107.38694395302282	107.3877	90.355601	1.5792009999999976	0.5	107.99094932692735	1.5	109.07006666666666	107.38673333333334	
107.60216666666676	1.3410000000000082	BehavioralEpochs																0.7986146440143136
109.93986666666666	2.563101000000003	trials	-1.0		0.25	1.0	110.93126666666667	110.84416666666677	110.70286666666667	110.70336666666667	93.288401	1.5718009999999936	0.5	110.93116666666666	1.5	112.00293333333333	110.7027	
110.84416666666677	1.034000000000006	BehavioralEpochs																0.29038827248532595
112.87316666666666	7.81356551743508	trials	1.0		0.125	-1.0	118.10526666666667	114.44216666666676	114.22007761587143	114.22063333333334	101.47210199999999	2.5822019999999952	0.5	118.10450919289346	0.0	120.18663333333333	114.21993333333333	
113.16116666666677	0.5379999999999967	BehavioralEpochs																0.37641109142307716
114.44216666666676	1.0430000000000064	BehavioralEpochs																0.24539667857082215
117.84116666666678	0.820999999999998	BehavioralEpochs																-0.6060983632977477
120.76716666666678	0.9009999999999962	BehavioralEpochs																-0.4702996929778118
121.07413333333334	4.21243250674604	trials	-1.0		0.0	1.0	123.71366666666667	122.68016666666678	122.35294259456407	122.3536	106.071902	1.5730020000000025	0.5	123.71355244820069	1.5	124.7865	122.35283333333334	
122.68016666666678	2.1400000000000006	BehavioralEpochs																-0.36002203214758133
125.18816666666677	1.7070000000000078	BehavioralEpochs																1.0705125258174792
125.67686666666667	3.8095617878431227	trials	1.0	0.0625		1.0	127.9202	127.64416666666678	127.53609584569267	127.53656666666667	110.271702	1.5663020000000074	0.5	127.92010187234176	1.5	128.98633333333333	127.536	
127.64416666666678	1.8589999999999947	BehavioralEpochs																-0.6344957120948305
129.92473333333334	2.4280009999999947	trials	1.0	0.25		1.0	130.78923333333333		130.51933333333335		113.138001	1.5636010000000056	0.5	130.78913333333333	1.5	131.8527	130.5192	
130.6851666666668	1.5269999999999868	BehavioralEpochs																-0.9902578508923874
132.72553333333335	5.377162966015561	trials	1.0		0.0625	-1.0	135.55153333333334		135.3528636104869		118.887901	2.551901000000001	0.5	135.55076589109768	0.0	137.60263333333333	135.35273333333333	
133.08216666666678	1.4350000000000023	BehavioralEpochs																1.5416450217663016
135.2831666666668	0.7839999999999918	BehavioralEpochs																-1.0016800288204504
137.0661666666668	1.914999999999992	BehavioralEpochs																1.310504349329607
138.5106	11.058498591740488	trials	1.0		0.0625	-1.0	147.01413333333332	140.0121666666668	139.68631026937794	139.68683333333334	130.35420200000002	2.555702000000011	0.5	147.0133742684695	0.0	149.069	139.68616666666668	
140.0121666666668	0.44700000000000273	BehavioralEpochs																-0.15032515143691505
142.1451666666668	0.22999999999998977	BehavioralEpochs																-0.1300457858337225
143.1421666666668	0.4049999999999727	BehavioralEpochs																0.11702416109705371
146.2791666666668	1.7339999999999804	BehavioralEpochs																-0.7448418102268581
149.9593	2.459801999999968	trials	-1.0		1.0	1.0	150.8651	150.6361666666668	150.50310000000002	150.50376666666668	133.204202	1.5541020000000003	0.5	150.865	1.5	151.91906666666668	150.5029	
150.6361666666668	2.155000000000001	BehavioralEpochs																0.38460255860438863
152.7967	2.472729964179905	trials	1.0	0.25		1.0	153.7122	153.6051666666668	153.3861069039838	153.38676666666666	136.05450100000002	1.5573009999999954	0.5	153.71211072261073	1.5	154.7694	153.386	
153.6051666666668	1.5989999999999895	BehavioralEpochs																-0.5986910611588359
155.64243333333334	6.976664083282458	trials	1.0		0.0625	-1.0	160.04973333333334	157.0391666666668	156.13593779562092	156.13646666666668	143.40410100000003	2.5702010000000257	0.5	160.0488731765429	0.0	162.11903333333333	156.13576666666665	
157.0391666666668	0.6990000000000123	BehavioralEpochs																0.2488504844856081
159.5281666666668	0.9029999999999916	BehavioralEpochs																-0.49384251130057155
162.6061666666668	0.5279999999999916	BehavioralEpochs																0.22442121335239396
163.0154	3.153631252836135	trials	-1.0		0.0625	1.0	164.6085	164.13216666666682	163.7361066852187	163.73673333333332	146.954002	1.5606019999999887	0.5	164.60841477668012	1.5	165.66893333333334	163.7359	
164.13216666666682	2.6270000000000095	BehavioralEpochs																1.0753219883409502
166.60893333333334	2.510101999999989	trials	-1.0		1.0	1.0	167.56323333333333	167.4451666666668	167.30263333333335	167.30336666666668	149.90400200000002	1.5559020000000316	0.5	167.56313333333333	1.5	168.61896666666667	167.30246666666667	
167.4451666666668	0.9840000000000089	BehavioralEpochs																0.4115815220646226
169.49303333333333	2.392330845505512	trials	-1.0		1.0	1.0	170.33226666666667	170.1191666666668	170.1359410851872	170.1367	152.67030200000002	1.5532019999999989	0.5	170.33214345089527	1.5	171.38533333333334	170.1358	
170.1191666666668	1.8080000000000211	BehavioralEpochs																1.9751904860257454
172.25756666666666	2.4449309057009714	trials	1.0	1.0		1.0	173.14196666666666	172.93616666666682	172.80257311011798	172.80333333333334	155.487402	1.5606019999999887	0.5	173.14187712160978	1.5	174.20243333333335	172.8024	
172.93616666666682	1.7940000000000111	BehavioralEpochs																-0.7207425448337652
175.077	2.7922303820016623	trials	-1.0		0.25	1.0	176.3048		175.65210605170944	175.65263333333334	158.65410100000003	1.564501000000007	0.5	176.30471291894224	1.5	177.3692	175.65193333333335	
175.43716666666683	1.6289999999999907	BehavioralEpochs																-0.3112603537417158
178.24473333333333	10.59046620760276	trials	1.0		0.125	-1.0	186.2696	183.10516666666683	182.91876167091064	182.9193	169.620002	2.5664019999999823	0.5	186.26878198132653	0.0	188.33513333333335	182.91856666666666	
178.56516666666684	3.852000000000004	BehavioralEpochs																-0.9982824275718425
183.10516666666683	1.3220000000000027	BehavioralEpochs																0.26811857639249936
185.96116666666683	0.7820000000000107	BehavioralEpochs																-0.6807527831038929
189.2408	12.628030103801166	trials	-1.0	0.0		-1.0	199.30886666666666	194.13916666666685	191.35222158630845	191.35293333333334	182.653501	2.5606009999999912	0.5	199.30820292499897	0.0	201.36876666666666	191.35203333333334	
189.55116666666683	1.203000000000003	BehavioralEpochs																-1.2745154275918935
194.13916666666685	0.5609999999999786	BehavioralEpochs																0.23705177286913504
195.87916666666683	0.2370000000000232	BehavioralEpochs																-0.13017108894742613
199.07516666666686	0.7919999999999732	BehavioralEpochs																0.7180812460393806
202.28253333333333	9.65266550354275	trials	1.0	0.0625		1.0	210.3694	210.08516666666685	207.984970848876	207.98546666666667	192.71980200000002	1.5659019999999941	0.5	210.369286534957	1.5	211.43513333333334	207.98483333333334	
202.67416666666685	0.3810000000000002	BehavioralEpochs																-0.07201636119944332
203.62016666666685	3.1260000000000048	BehavioralEpochs																-1.036687387671229
207.01816666666684	0.2560000000000002	BehavioralEpochs																0.16565511350427187
210.08516666666685	1.179000000000002	BehavioralEpochs																-0.6723681336771428
212.416	2.452330781873883	trials	1.0	0.25		1.0	213.3029	213.12116666666685	212.91850589767967	212.91916666666665	195.652902	1.5655020000000093	0.5	213.3028104080842	1.5	214.36826666666667	212.9184	
213.12116666666685	1.943000000000012	BehavioralEpochs																-0.7929647412727707
215.25613333333334	6.695764759948446	trials	1.0	0.0625		1.0	220.38956666666667	220.09816666666686	219.75227547603984	219.75276666666667	202.73640200000003	1.56240200000002	0.5	220.3894814486233	1.5	221.45176666666666	219.75206666666668	
215.85316666666685	3.1970000000000027	BehavioralEpochs																-1.7049887870427476
220.09816666666686	1.3910000000000196	BehavioralEpochs																-0.5854047570446843
222.3687	4.083231425103378	trials	-1.0		0.125	1.0	224.8976	223.96216666666686	223.76801042658622	223.76873333333333	207.236401	1.5544009999999844	0.5	224.8975188428151	1.5	225.95186666666666	223.76783333333333	
222.68516666666687	0.4399999999999977	BehavioralEpochs																-0.4550488761664715
223.96216666666686	2.0810000000000173	BehavioralEpochs																0.4300238500423159
226.84223333333333	2.476201000000003	trials	1.0	0.0625		1.0	227.76033333333334	227.53616666666687	227.56823333333332	227.56873333333334	210.102901	1.5582009999999968	0.5	227.76023333333333	1.5	228.81833333333333	227.5681	
227.53616666666687	1.7249999999999943	BehavioralEpochs																-0.3249351984625939
229.70073333333335	2.4343298314975073	trials	1.0	0.0		1.0	230.58566666666667	230.24816666666686	230.21833946371044	230.21906666666666	212.91950100000003	1.5495009999999922	0.5	230.5855438127724	1.5	231.63503333333333	230.2182	
230.24816666666686	2.359000000000009	BehavioralEpochs																-0.9198480441559438
232.51516666666666	2.7029305314506757	trials	1.0	1.0		1.0	233.65616666666668	233.40016666666688	233.25157471245166	233.25236666666666	216.00250100000002	1.5620010000000093	0.5	233.65607913195194	1.5	234.71806666666666	233.25146666666666	
233.40016666666688	2.039999999999992	BehavioralEpochs																-1.2876623020526772
235.6576	2.3603307088974077	trials	1.0	1.0		1.0	236.4533	236.31616666666687	236.1516060086359	236.15236666666667	218.802301	1.5647019999999827	0.5	236.45320967706624	1.5	237.51783333333333	236.1514	
236.31616666666687	1.9240000000000066	BehavioralEpochs																-1.104189078983162
238.39813333333333	2.4029020000000116	trials	1.0	0.25		1.0	239.23653333333334	239.08616666666688	239.05183333333332	239.05233333333334	221.58540100000002	1.5646020000000078	0.5	239.23643333333334	1.5	240.301	239.0517	
239.08616666666688	0.7690000000000055	BehavioralEpochs																-0.5582423147105988
240.1411666666669	0.6529999999999916	BehavioralEpochs																-0.08511335315859903
241.19533333333334	5.422964147906185	trials	1.0		0.0	-1.0	244.05896666666666	243.8811666666669	243.1348555605217	243.13566666666668	227.402601	2.5605019999999854	0.5	244.05776613720232	0.0	246.1182	243.13473333333334	
241.61616666666689	0.9969999999999857	BehavioralEpochs																-0.9825470272357055
243.8811666666669	0.4479999999999791	BehavioralEpochs																-0.4599956438336279
245.9441666666669	0.6570000000000107	BehavioralEpochs																-0.27147718461213177
247.0126	2.772230322428129	trials	-1.0		1.0	1.0	248.2301	247.8401666666669	247.70120728353535	247.70196666666666	230.56910000000002	1.5548009999999977	0.5	248.23001287681663	1.5	249.28476666666666	247.70103333333333	
247.8401666666669	1.343999999999994	BehavioralEpochs																0.2930494924527389
250.16403333333332	3.753731238373746	trials	1.0	0.0625		1.0	252.35833333333332	252.0891666666669	251.73454598467822	251.73526666666666	234.70200000000003	1.5595010000000116	0.5	252.35825100896588	1.5	253.41766666666666	251.7344	
250.3671666666669	0.7990000000000066	BehavioralEpochs																0.8694617554535693
252.0891666666669	1.1980000000000075	BehavioralEpochs																-0.628742688580203
254.30196666666666	4.0660323682276385	trials	1.0	0.125		1.0	256.8061666666667	256.4701666666669	256.3516819755023	256.35226666666665	239.15220100000002	1.5619020000000035	0.5	256.806085369333	1.5	257.8679333333333	256.3515	
254.8531666666669	0.7539999999999907	BehavioralEpochs																-0.4160725937291203
256.4701666666669	1.3039999999999736	BehavioralEpochs																-0.47803486965292796
258.765	2.186401999999987	trials	1.0	0.0625		1.0	259.3925	259.2291666666669	259.2513	259.2519	241.735601	1.5590019999999924	0.5	259.39239999999995	1.5	260.4513333333333	259.2511	
259.2291666666669	0.9769999999999754	BehavioralEpochs																-0.3518530873270609
261.3336	5.6009634538293085	trials	1.0	0.125		1.0	265.36993333333334	265.1561666666669	265.00104023919243	265.0018666666667	247.718701	1.5647019999999827	0.5	265.3698442857143	1.5	266.4345	265.0009333333333	
261.6461666666669	2.9039999999999964	BehavioralEpochs																-2.00776947060033
265.1561666666669	0.9140000000000441	BehavioralEpochs																-0.5072808402626563
267.1941666666669	0.7120000000000459	BehavioralEpochs																0.3048882405251787
267.4096666666667	3.057931490240321	trials	-1.0		0.25	1.0	268.91546666666665	268.4581666666669	268.30107526327976	268.30156666666664	251.25170100000003	1.5522020000000225	0.5	268.91538118755545	1.5	269.96753333333334	268.30086666666665	
268.4581666666669	1.122000000000014	BehavioralEpochs																0.3043238597221425
270.8661	4.184931404023416	trials	1.0	0.125		1.0	273.4861	273.0741666666669	272.85131442281846	272.8518666666667	255.8351	1.5650009999999952	0.5	273.4860190340228	1.5	274.5509666666667	272.8511	
271.1431666666669	1.177000000000021	BehavioralEpochs																0.7539786834297102
273.0741666666669	1.6380000000000337	BehavioralEpochs																-0.632205420619909
275.4542333333333	6.7299649248024025	trials	1.0		0.0625	-1.0	279.6205	276.2061666666669	276.06773906957824	276.0685	262.968201	2.5645020000000045	0.5	279.61967227995865	0.0	281.68416666666667	276.0676	
276.2061666666669	0.6580000000000155	BehavioralEpochs																-0.17701897451340876
278.09116666666694	0.38999999999998636	BehavioralEpochs																0.1185271549786473
279.4551666666669	1.1449999999999818	BehavioralEpochs																-0.9975786102966434
282.5844	2.4162019999999416	trials	1.0	0.125		1.0	283.4534	283.27116666666694	283.1344	283.13513333333333	265.784601	1.547302000000002	0.5	283.4533	1.5	284.50053333333335	283.1342666666667	
283.27116666666694	2.1889999999999645	BehavioralEpochs																-0.8994039946156306
285.3882	2.5293307777133123	trials	1.0	0.25		1.0	286.35473333333334		285.9678065945319		268.701501	1.5629019999999514	0.5	286.35461099543755	1.5	287.4175	285.9676666666667	
286.1661666666669	7.958000000000027	BehavioralEpochs																-2.464236332526996
288.3179333333333	8.33266392483472	trials	1.0	0.125		1.0	295.0881		294.7843821652828		277.4345	1.5626010000000292	0.5	295.08798445796185	1.5	296.1505333333333	294.78426666666667	
294.9331666666669	1.259999999999991	BehavioralEpochs																-0.4790852264810477
297.0941666666669	1.059000000000026	BehavioralEpochs																-0.7679742437503494
297.1461	4.6211624953789965	trials	1.0		0.0625	-1.0	299.21573333333333	298.79516666666694	298.83442246708057	298.83506666666665	282.5511	2.552201000000025	0.5	299.2150275319214	0.0	301.26716666666664	298.8342666666667	
298.79516666666694	0.7160000000000082	BehavioralEpochs																-0.29466773116511047
300.7051666666669	0.8860000000000241	BehavioralEpochs																-0.41050805981644034
302.15586666666667	2.6281020000000126	trials	1.0	1.0		1.0	303.21906666666666	302.96016666666696	302.81756666666666	302.8181	285.56780100000003	1.5650019999999927	0.5	303.2189666666667	1.5	304.2839333333333	302.8174	
302.96016666666696	1.1319999999999482	BehavioralEpochs																-0.6621754752001139
305.1662666666667	4.117532434411714	trials	-1.0	0.0625		-1.0	306.73336666666665	305.73316666666693	305.8175714807341	305.8183666666667	290.067601	2.551302000000021	0.5	306.7324782431943	0.0	308.7838	305.8174333333333	
305.73316666666693	1.6170000000000186	BehavioralEpochs																0.9715281775812041
308.44216666666694	0.924000000000035	BehavioralEpochs																-0.4159562581350573
309.676	6.54106492087044	trials	1.0		0.0	-1.0	313.656	311.35816666666693	310.16740472699985	310.168	297.000801	2.561901999999975	0.5	313.65513827677097	0.0	315.717	310.1673	
311.35816666666693	0.5610000000000355	BehavioralEpochs																-0.2418709180067138
313.44316666666697	1.0910000000000082	BehavioralEpochs																-1.0645545598625805
315.62216666666694	0.8340000000000032	BehavioralEpochs																-0.31091119753061136
316.6064666666667	2.860930415887765	trials	1.0	1.0		1.0	317.9103666666667	317.60516666666695	317.36737449026805	317.3679666666667	300.2511	1.5571009999999887	0.5	317.91028007238555	1.5	318.96733333333333	317.36723333333333	
317.60516666666695	1.867999999999995	BehavioralEpochs																-0.641661284519289
319.8484	4.951932850088781	trials	-1.0	0.0625		-1.0	322.2456	321.010166666667	320.31690291873036	320.31763333333333	305.584001	2.555501999999933	0.5	322.2448149294459	0.0	324.3003	320.3167	
321.010166666667	2.141999999999996	BehavioralEpochs																0.8401290773749959
325.19893333333334	5.58486342578874	trials	1.0	0.0625		1.0	329.2280666666667	329.099166666667	326.8502514955537	326.85093333333333	311.567401	1.5558020000000283	0.5	329.22797764725937	1.5	330.2837	326.85013333333336	
325.55616666666697	0.7540000000000191	BehavioralEpochs																-0.9152367092215306
329.099166666667	0.8229999999999791	BehavioralEpochs																-0.5652811509886653
331.2603	8.156565446333389	trials	1.0		0.0625	-1.0	336.8412333333333	336.654166666667	333.05021392295276	333.0509333333333	320.200401	2.576401999999973	0.5	336.8404434054801	0.0	338.9168	333.0500666666667	
331.726166666667	0.7210000000000036	BehavioralEpochs																-0.694849308933251
333.41316666666694	0.4940000000000282	BehavioralEpochs																0.0624162976229119
336.654166666667	1.100999999999999	BehavioralEpochs																-0.8861433881151717
339.8308666666667	2.686031027817421	trials	-1.0		0.25	1.0	340.95116666666667	340.69816666666696	340.48377372260404	340.4845666666667	323.300401	1.5658020000000192	0.5	340.95107877274893	1.5	342.0168	340.48356666666666	
340.69816666666696	1.961999999999989	BehavioralEpochs																0.36313264268558054
342.9153	2.651401000000021	trials	-1.0		0.25	1.0	343.991	343.76616666666695	343.5672	343.56786666666665	326.35020000000003	1.5758010000000127	0.5	343.9909	1.5	345.0666	343.567	
343.76616666666695	1.32000000000005	BehavioralEpochs																0.4126220054295562
345.9608	2.4561296409072497	trials	1.0	0.125		1.0	346.8371333333333	346.473166666667	346.53380668182615	346.53453333333334	329.2004	1.5799010000000067	0.5	346.83701021748004	1.5	347.91693333333336	346.5336	
346.473166666667	2.5089999999999577	BehavioralEpochs																-0.9631622317303012
348.81933333333336	5.113963851741573	trials	1.0		0.125	-1.0	351.35316666666665	349.95516666666697	349.70024398766327	349.7008333333333	334.716701	2.5809019999999805	0.5	351.35236396952104	0.0	353.4332	349.70006666666666	
349.95516666666697	1.733000000000004	BehavioralEpochs																-0.3165630648554192
354.3314	5.085032798035286	trials	-1.0		0.25	1.0	357.8508	356.807166666667	356.6167138412433	356.61746666666664	340.19980100000004	1.5657020000000443	0.5	357.85072131513914	1.5	358.9163	356.61656666666664	
354.52016666666697	1.6050000000000182	BehavioralEpochs																-1.0442167097030968
356.807166666667	4.027999999999963	BehavioralEpochs																-0.4835534952995504
359.83503333333334	4.731731612224905	trials	1.0		0.25	-1.0	361.98513333333335	361.725166666667	361.55024442999564	361.5507666666667	345.3501	2.5822009999999977	0.5	361.9845472397441	0.0	364.06666666666666	361.5500333333333	
361.725166666667	1.3689999999999714	BehavioralEpochs																-1.1117711498614833
364.9873666666667	2.562429043919849	trials	1.0	0.25		1.0	365.9780666666667	365.706166666667	365.7498750117652	365.7504333333333	348.3331	1.5718009999999936	0.5	365.9779775081809	1.5	367.04976666666664	365.74966666666666	
365.706166666667	2.375	BehavioralEpochs																-0.8384039021322769
368.0331	4.000131303106741	trials	1.0		0.125	-1.0	369.46076666666664	369.251166666667	368.6501046741362	368.65076666666664	352.8165	2.5731010000000083	0.5	369.4601108103604	0.0	371.53316666666666	368.6499	
369.251166666667	1.4169999999999732	BehavioralEpochs																-1.0717097009079204
372.4332333333333	2.2329302670869993	trials	1.0	0.25		1.0	373.0964333333333	372.986166666667	373.01614071246814	373.0167333333333	355.449401	1.5698020000000383	0.5	373.096341727748	1.5	374.1661	373.0160333333333	
372.986166666667	1.7480000000000473	BehavioralEpochs																-0.8141143108493214
375.0663666666667	3.866732180786414	trials	1.0		0.125	-1.0	376.3627	376.179166666667	375.7497720008118	375.7504	359.716301	2.571201999999971	0.5	376.3618767784386	0.0	378.43306666666666	375.74963333333335	
376.179166666667	1.141999999999996	BehavioralEpochs																-0.8263568688930469
378.751166666667	1.0049999999999955	BehavioralEpochs																-0.8444532751661544
379.337	6.879364835865772	trials	1.0		1.0	-1.0	383.64003333333335	383.440166666667	380.28290863989474	380.2834	366.999501	2.577101999999968	0.5	383.63923929649576	0.0	385.7163	380.28276666666665	
383.440166666667	1.0970000000000368	BehavioralEpochs																-0.5857032232324464
386.63576666666665	4.7137317199574795	trials	-1.0	0.125		-1.0	388.78266666666667	387.20016666666703	387.21647045118317	387.217	372.1326	2.567401000000018	0.5	388.78208065445347	0.0	390.8494	387.21633333333335	
387.20016666666703	0.9379999999999882	BehavioralEpochs																-0.2177876183292753
388.461166666667	0.5889999999999986	BehavioralEpochs																0.35538050575948077
390.876166666667	0.21199999999998909	BehavioralEpochs																-0.08517689543134566
391.7505	3.6823310480714326	trials	1.0		1.0	-1.0	392.86463333333336	392.663166666667	392.26640420981335	392.267	376.21590000000003	2.5690010000000143	0.5	392.8638090846777	0.0	394.9327666666667	392.26623333333333	
392.663166666667	1.2290000000000418	BehavioralEpochs																-0.4463368160699428
